# DerivedCombiningClass-15.0.0.txt
# Date: 2022-04-26, 23:14:29 GMT
# © 2022 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/

# ================================================

# Combining Class (listing UnicodeData.txt, field 3: see UAX #44: https://www.unicode.org/reports/tr44/)

#  All code points not explicitly listed for Canonical_Combining_Class
#  have the value Not_Reordered (0).

# @missing: 0000..10FFFF; Not_Reordered

# ================================================

# Canonical_Combining_Class=Not_Reordered

1EEA1..1EEA3  ; 0 # Lo   [3] ARABIC MATHEMATICAL DOUBLE-STRUCK BEH..ARABIC MATHEMATICAL DOUBLE-STRUCK DAL
1EEA5..1EEA9  ; 0 # Lo   [5] ARABIC MATHEMATICAL DOUBLE-STRUCK WAW..ARABIC MATHEMATICAL DOUBLE-STRUCK YEH
1EEAB..1EEBB  ; 0 # Lo  [17] ARABIC MATHEMATICAL DOUBLE-STRUCK LAM..ARABIC MATHEMATICAL DOUBLE-STRUCK GHAIN
1EEF0..1EEF1  ; 0 # Sm   [2] ARABIC MATHEMATICAL OPERATOR MEEM WITH HAH WITH TATWEEL..ARABIC MATHEMATICAL OPERATOR HAH WITH DAL
1F000..1F02B  ; 0 # So  [44] MAHJONG TILE EAST WIND..MAHJONG TILE BACK
1F030..1F093  ; 0 # So [100] DOMINO TILE HORIZONTAL BACK..DOMINO TILE VERTICAL-06-06
1F0A0..1F0AE  ; 0 # So  [15] PLAYING CARD BACK..PLAYING CARD KING OF SPADES
1F0B1..1F0BF  ; 0 # So  [15] PLAYING CARD ACE OF HEARTS..PLAYING CARD RED JOKER
1F0C1..1F0CF  ; 0 # So  [15] PLAYING CARD ACE OF DIAMONDS..PLAYING CARD BLACK JOKER
1F0D1..1F0F5  ; 0 # So  [37] PLAYING CARD ACE OF CLUBS..PLAYING CARD TRUMP-21
1F100..1F10C  ; 0 # No  [13] DIGIT ZERO FULL STOP..DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT ZERO
1F10D..1F1AD  ; 0 # So [161] CIRCLED ZERO WITH SLASH..MASK WORK SYMBOL
1F1E6..1F202  ; 0 # So  [29] REGIONAL INDICATOR SYMBOL LETTER A..SQUARED KATAKANA SA
1F210..1F23B  ; 0 # So  [44] SQUARED CJK UNIFIED IDEOGRAPH-624B..SQUARED CJK UNIFIED IDEOGRAPH-914D
1F240..1F248  ; 0 # So   [9] TORTOISE SHELL BRACKETED CJK UNIFIED IDEOGRAPH-672C..TORTOISE SHELL BRACKETED CJK UNIFIED IDEOGRAPH-6557
1F250..1F251  ; 0 # So   [2] CIRCLED IDEOGRAPH ADVANTAGE..CIRCLED IDEOGRAPH ACCEPT
1F260..1F265  ; 0 # So   [6] ROUNDED SYMBOL FOR FU..ROUNDED SYMBOL FOR CAI
1F300..1F3FA  ; 0 # So [251] CYCLONE..AMPHORA
1F3FB..1F3FF  ; 0 # Sk   [5] EMOJI MODIFIER FITZPATRICK TYPE-1-2..EMOJI MODIFIER FITZPATRICK TYPE-6
1F400..1F6D7  ; 0 # So [728] RAT..ELEVATOR
1F6DC..1F6EC  ; 0 # So  [17] WIRELESS..AIRPLANE ARRIVING
1F6F0..1F6FC  ; 0 # So  [13] SATELLITE..ROLLER SKATE
1F700..1F776  ; 0 # So [119] ALCHEMICAL SYMBOL FOR QUINTESSENCE..LUNAR ECLIPSE
1F77B..1F7D9  ; 0 # So  [95] HAUMEA..NINE POINTED WHITE STAR
1F7E0..1F7EB  ; 0 # So  [12] LARGE ORANGE CIRCLE..LARGE BROWN SQUARE
1F7F0         ; 0 # So       HEAVY EQUALS SIGN
1F800..1F80B  ; 0 # So  [12] LEFTWARDS ARROW WITH SMALL TRIANGLE ARROWHEAD..DOWNWARDS ARROW WITH LARGE TRIANGLE ARROWHEAD
1F810..1F847  ; 0 # So  [56] LEFTWARDS ARROW WITH SMALL EQUILATERAL ARROWHEAD..DOWNWARDS HEAVY ARROW
1F850..1F859  ; 0 # So  [10] LEFTWARDS SANS-SERIF ARROW..UP DOWN SANS-SERIF ARROW
1F860..1F887  ; 0 # So  [40] WIDE-HEADED LEFTWARDS LIGHT BARB ARROW..WIDE-HEADED SOUTH WEST VERY HEAVY BARB ARROW
1F890..1F8AD  ; 0 # So  [30] LEFTWARDS TRIANGLE ARROWHEAD..WHITE ARROW SHAFT WIDTH TWO THIRDS
1F8B0..1F8B1  ; 0 # So   [2] ARROW POINTING UPWARDS THEN NORTH WEST..ARROW POINTING RIGHTWARDS THEN CURVING SOUTH WEST
1F900..1FA53  ; 0 # So [340] CIRCLED CROSS FORMEE WITH FOUR DOTS..BLACK CHESS KNIGHT-BISHOP
1FA60..1FA6D  ; 0 # So  [14] XIANGQI RED GENERAL..XIANGQI BLACK SOLDIER
1FA70..1FA7C  ; 0 # So  [13] BALLET SHOES..CRUTCH
1FA80..1FA88  ; 0 # So   [9] YO-YO..FLUTE
1FA90..1FABD  ; 0 # So  [46] RINGED PLANET..WING
1FABF..1FAC5  ; 0 # So   [7] GOOSE..PERSON WITH CROWN
1FACE..1FADB  ; 0 # So  [14] MOOSE..PEA POD
1FAE0..1FAE8  ; 0 # So   [9] MELTING FACE..SHAKING FACE
1FAF0..1FAF8  ; 0 # So   [9] HAND WITH INDEX FINGER AND THUMB CROSSED..RIGHTWARDS PUSHING HAND
1FB00..1FB92  ; 0 # So [147] BLOCK SEXTANT-1..UPPER HALF INVERSE MEDIUM SHADE AND LOWER HALF BLOCK
1FB94..1FBCA  ; 0 # So  [55] LEFT HALF INVERSE MEDIUM SHADE AND RIGHT HALF BLOCK..WHITE UP-POINTING CHEVRON
1FBF0..1FBF9  ; 0 # Nd  [10] SEGMENTED DIGIT ZERO..SEGMENTED DIGIT NINE
20000..2A6DF  ; 0 # Lo [42720] CJK UNIFIED IDEOGRAPH-20000..CJK UNIFIED IDEOGRAPH-2A6DF
2A700..2B739  ; 0 # Lo [4154] CJK UNIFIED IDEOGRAPH-2A700..CJK UNIFIED IDEOGRAPH-2B739
2B740..2B81D  ; 0 # Lo [222] CJK UNIFIED IDEOGRAPH-2B740..CJK UNIFIED IDEOGRAPH-2B81D
2B820..2CEA1  ; 0 # Lo [5762] CJK UNIFIED IDEOGRAPH-2B820..CJK UNIFIED IDEOGRAPH-2CEA1
2CEB0..2EBE0  ; 0 # Lo [7473] CJK UNIFIED IDEOGRAPH-2CEB0..CJK UNIFIED IDEOGRAPH-2EBE0
2F800..2FA1D  ; 0 # Lo [542] CJK COMPATIBILITY IDEOGRAPH-2F800..CJK COMPATIBILITY IDEOGRAPH-2FA1D
30000..3134A  ; 0 # Lo [4939] CJK UNIFIED IDEOGRAPH-30000..CJK UNIFIED IDEOGRAPH-3134A
31350..323AF  ; 0 # Lo [4192] CJK UNIFIED IDEOGRAPH-31350..CJK UNIFIED IDEOGRAPH-323AF
E0001         ; 0 # Cf       LANGUAGE TAG
E0020..E007F  ; 0 # Cf  [96] TAG SPACE..CANCEL TAG
E0100..E01EF  ; 0 # Mn [240] VARIATION SELECTOR-17..VARIATION SELECTOR-256
F0000..FFFFD  ; 0 # Co [65534] <private-use-F0000>..<private-use-FFFFD>
100000..10FFFD; 0 # Co [65534] <private-use-100000>..<private-use-10FFFD>

# The above property value applies to 827393 code points not listed here.
# Total code points: 1113190

# ================================================

# Canonical_Combining_Class=Overlay

0334..0338    ; 1 # Mn   [5] COMBINING TILDE OVERLAY..COMBINING LONG SOLIDUS OVERLAY
1CD4          ; 1 # Mn       VEDIC SIGN YAJURVEDIC MIDLINE SVARITA
1CE2..1CE8    ; 1 # Mn   [7] VEDIC SIGN VISARGA SVARITA..VEDIC SIGN VISARGA ANUDATTA WITH TAIL
20D2..20D3    ; 1 # Mn   [2] COMBINING LONG VERTICAL LINE OVERLAY..COMBINING SHORT VERTICAL LINE OVERLAY
20D8..20DA    ; 1 # Mn   [3] COMBINING RING OVERLAY..COMBINING ANTICLOCKWISE RING OVERLAY
20E5..20E6    ; 1 # Mn   [2] COMBINING REVERSE SOLIDUS OVERLAY..COMBINING DOUBLE VERTICAL STROKE OVERLAY
20EA..20EB    ; 1 # Mn   [2] COMBINING LEFTWARDS ARROW OVERLAY..COMBINING LONG DOUBLE SOLIDUS OVERLAY
10A39         ; 1 # Mn       KHAROSHTHI SIGN CAUDA
16AF0..16AF4  ; 1 # Mn   [5] BASSA VAH COMBINING HIGH TONE..BASSA VAH COMBINING HIGH-LOW TONE
1BC9E         ; 1 # Mn       DUPLOYAN DOUBLE MARK
1D167..1D169  ; 1 # Mn   [3] MUSICAL SYMBOL COMBINING TREMOLO-1..MUSICAL SYMBOL COMBINING TREMOLO-3

# Total code points: 32

# ================================================

# Canonical_Combining_Class=Han_Reading

16FF0..16FF1  ; 6 # Mc   [2] VIETNAMESE ALTERNATE READING MARK CA..VIETNAMESE ALTERNATE READING MARK NHAY

# Total code points: 2

# ================================================

# Canonical_Combining_Class=Nukta

093C          ; 7 # Mn       DEVANAGARI SIGN NUKTA
09BC          ; 7 # Mn       BENGALI SIGN NUKTA
0A3C          ; 7 # Mn       GURMUKHI SIGN NUKTA
0ABC          ; 7 # Mn       GUJARATI SIGN NUKTA
0B3C          ; 7 # Mn       ORIYA SIGN NUKTA
0C3C          ; 7 # Mn       TELUGU SIGN NUKTA
0CBC          ; 7 # Mn       KANNADA SIGN NUKTA
1037          ; 7 # Mn       MYANMAR SIGN DOT BELOW
1B34          ; 7 # Mn       BALINESE SIGN REREKAN
1BE6          ; 7 # Mn       BATAK SIGN TOMPI
1C37          ; 7 # Mn       LEPCHA SIGN NUKTA
A9B3          ; 7 # Mn       JAVANESE SIGN CECAK TELU
110BA         ; 7 # Mn       KAITHI SIGN NUKTA
11173         ; 7 # Mn       MAHAJANI SIGN NUKTA
111CA         ; 7 # Mn       SHARADA SIGN NUKTA
11236         ; 7 # Mn       KHOJKI SIGN NUKTA
112E9         ; 7 # Mn       KHUDAWADI SIGN NUKTA
1133B..1133C  ; 7 # Mn   [2] COMBINING BINDU BELOW..GRANTHA SIGN NUKTA
11446         ; 7 # Mn       NEWA SIGN NUKTA
114C3         ; 7 # Mn       TIRHUTA SIGN NUKTA
115C0         ; 7 # Mn       SIDDHAM SIGN NUKTA
116B7         ; 7 # Mn       TAKRI SIGN NUKTA
1183A         ; 7 # Mn       DOGRA SIGN NUKTA
11943         ; 7 # Mn       DIVES AKURU SIGN NUKTA
11D42         ; 7 # Mn       MASARAM GONDI SIGN NUKTA
1E94A         ; 7 # Mn       ADLAM NUKTA

# Total code points: 27

# ================================================

# Canonical_Combining_Class=Kana_Voicing

3099..309A    ; 8 # Mn   [2] COMBINING KATAKANA-HIRAGANA VOICED SOUND MARK..COMBINING KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK

# Total code points: 2

# ================================================

# Canonical_Combining_Class=Virama

094D          ; 9 # Mn       DEVANAGARI SIGN VIRAMA
09CD          ; 9 # Mn       BENGALI SIGN VIRAMA
0A4D          ; 9 # Mn       GURMUKHI SIGN VIRAMA
0ACD          ; 9 # Mn       GUJARATI SIGN VIRAMA
0B4D          ; 9 # Mn       ORIYA SIGN VIRAMA
0BCD          ; 9 # Mn       TAMIL SIGN VIRAMA
0C4D          ; 9 # Mn       TELUGU SIGN VIRAMA
0CCD          ; 9 # Mn       KANNADA SIGN VIRAMA
0D3B..0D3C    ; 9 # Mn   [2] MALAYALAM SIGN VERTICAL BAR VIRAMA..MALAYALAM SIGN CIRCULAR VIRAMA
0D4D          ; 9 # Mn       MALAYALAM SIGN VIRAMA
0DCA          ; 9 # Mn       SINHALA SIGN AL-LAKUNA
0E3A          ; 9 # Mn       THAI CHARACTER PHINTHU
0EBA          ; 9 # Mn       LAO SIGN PALI VIRAMA
0F84          ; 9 # Mn       TIBETAN MARK HALANTA
1039..103A    ; 9 # Mn   [2] MYANMAR SIGN VIRAMA..MYANMAR SIGN ASAT
1714          ; 9 # Mn       TAGALOG SIGN VIRAMA
1715          ; 9 # Mc       TAGALOG SIGN PAMUDPOD
1734          ; 9 # Mc       HANUNOO SIGN PAMUDPOD
17D2          ; 9 # Mn       KHMER SIGN COENG
1A60          ; 9 # Mn       TAI THAM SIGN SAKOT
1B44          ; 9 # Mc       BALINESE ADEG ADEG
1BAA          ; 9 # Mc       SUNDANESE SIGN PAMAAEH
1BAB          ; 9 # Mn       SUNDANESE SIGN VIRAMA
1BF2..1BF3    ; 9 # Mc   [2] BATAK PANGOLAT..BATAK PANONGONAN
2D7F          ; 9 # Mn       TIFINAGH CONSONANT JOINER
A806          ; 9 # Mn       SYLOTI NAGRI SIGN HASANTA
A82C          ; 9 # Mn       SYLOTI NAGRI SIGN ALTERNATE HASANTA
A8C4          ; 9 # Mn       SAURASHTRA SIGN VIRAMA
A953          ; 9 # Mc       REJANG VIRAMA
A9C0          ; 9 # Mc       JAVANESE PANGKON
AAF6          ; 9 # Mn       MEETEI MAYEK VIRAMA
ABED          ; 9 # Mn       MEETEI MAYEK APUN IYEK
10A3F         ; 9 # Mn       KHAROSHTHI VIRAMA
11046         ; 9 # Mn       BRAHMI VIRAMA
11070         ; 9 # Mn       BRAHMI SIGN OLD TAMIL VIRAMA
1107F         ; 9 # Mn       BRAHMI NUMBER JOINER
110B9         ; 9 # Mn       KAITHI SIGN VIRAMA
11133..11134  ; 9 # Mn   [2] CHAKMA VIRAMA..CHAKMA MAAYYAA
111C0         ; 9 # Mc       SHARADA SIGN VIRAMA
11235         ; 9 # Mc       KHOJKI SIGN VIRAMA
112EA         ; 9 # Mn       KHUDAWADI SIGN VIRAMA
1134D         ; 9 # Mc       GRANTHA SIGN VIRAMA
11442         ; 9 # Mn       NEWA SIGN VIRAMA
114C2         ; 9 # Mn       TIRHUTA SIGN VIRAMA
115BF         ; 9 # Mn       SIDDHAM SIGN VIRAMA
1163F         ; 9 # Mn       MODI SIGN VIRAMA
116B6         ; 9 # Mc       TAKRI SIGN VIRAMA
1172B         ; 9 # Mn       AHOM SIGN KILLER
11839         ; 9 # Mn       DOGRA SIGN VIRAMA
1193D         ; 9 # Mc       DIVES AKURU SIGN HALANTA
1193E         ; 9 # Mn       DIVES AKURU VIRAMA
119E0         ; 9 # Mn       NANDINAGARI SIGN VIRAMA
11A34         ; 9 # Mn       ZANABAZAR SQUARE SIGN VIRAMA
11A47         ; 9 # Mn       ZANABAZAR SQUARE SUBJOINER
11A99         ; 9 # Mn       SOYOMBO SUBJOINER
11C3F         ; 9 # Mn       BHAIKSUKI SIGN VIRAMA
11D44..11D45  ; 9 # Mn   [2] MASARAM GONDI SIGN HALANTA..MASARAM GONDI VIRAMA
11D97         ; 9 # Mn       GUNJALA GONDI VIRAMA
11F41         ; 9 # Mc       KAWI SIGN KILLER
11F42         ; 9 # Mn       KAWI CONJOINER

# Total code points: 65

# ================================================

# Canonical_Combining_Class=CCC10

05B0          ; 10 # Mn       HEBREW POINT SHEVA

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC11

05B1          ; 11 # Mn       HEBREW POINT HATAF SEGOL

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC12

05B2          ; 12 # Mn       HEBREW POINT HATAF PATAH

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC13

05B3          ; 13 # Mn       HEBREW POINT HATAF QAMATS

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC14

05B4          ; 14 # Mn       HEBREW POINT HIRIQ

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC15

05B5          ; 15 # Mn       HEBREW POINT TSERE

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC16

05B6          ; 16 # Mn       HEBREW POINT SEGOL

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC17

05B7          ; 17 # Mn       HEBREW POINT PATAH

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC18

05B8          ; 18 # Mn       HEBREW POINT QAMATS
05C7          ; 18 # Mn       HEBREW POINT QAMATS QATAN

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC19

05B9..05BA    ; 19 # Mn   [2] HEBREW POINT HOLAM..HEBREW POINT HOLAM HASER FOR VAV

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC20

05BB          ; 20 # Mn       HEBREW POINT QUBUTS

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC21

05BC          ; 21 # Mn       HEBREW POINT DAGESH OR MAPIQ

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC22

05BD          ; 22 # Mn       HEBREW POINT METEG

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC23

05BF          ; 23 # Mn       HEBREW POINT RAFE

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC24

05C1          ; 24 # Mn       HEBREW POINT SHIN DOT

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC25

05C2          ; 25 # Mn       HEBREW POINT SIN DOT

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC26

FB1E          ; 26 # Mn       HEBREW POINT JUDEO-SPANISH VARIKA

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC27

064B          ; 27 # Mn       ARABIC FATHATAN
08F0          ; 27 # Mn       ARABIC OPEN FATHATAN

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC28

064C          ; 28 # Mn       ARABIC DAMMATAN
08F1          ; 28 # Mn       ARABIC OPEN DAMMATAN

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC29

064D          ; 29 # Mn       ARABIC KASRATAN
08F2          ; 29 # Mn       ARABIC OPEN KASRATAN

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC30

0618          ; 30 # Mn       ARABIC SMALL FATHA
064E          ; 30 # Mn       ARABIC FATHA

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC31

0619          ; 31 # Mn       ARABIC SMALL DAMMA
064F          ; 31 # Mn       ARABIC DAMMA

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC32

061A          ; 32 # Mn       ARABIC SMALL KASRA
0650          ; 32 # Mn       ARABIC KASRA

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC33

0651          ; 33 # Mn       ARABIC SHADDA

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC34

0652          ; 34 # Mn       ARABIC SUKUN

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC35

0670          ; 35 # Mn       ARABIC LETTER SUPERSCRIPT ALEF

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC36

0711          ; 36 # Mn       SYRIAC LETTER SUPERSCRIPT ALAPH

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC84

0C55          ; 84 # Mn       TELUGU LENGTH MARK

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC91

0C56          ; 91 # Mn       TELUGU AI LENGTH MARK

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC103

0E38..0E39    ; 103 # Mn   [2] THAI CHARACTER SARA U..THAI CHARACTER SARA UU

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC107

0E48..0E4B    ; 107 # Mn   [4] THAI CHARACTER MAI EK..THAI CHARACTER MAI CHATTAWA

# Total code points: 4

# ================================================

# Canonical_Combining_Class=CCC118

0EB8..0EB9    ; 118 # Mn   [2] LAO VOWEL SIGN U..LAO VOWEL SIGN UU

# Total code points: 2

# ================================================

# Canonical_Combining_Class=CCC122

0EC8..0ECB    ; 122 # Mn   [4] LAO TONE MAI EK..LAO TONE MAI CATAWA

# Total code points: 4

# ================================================

# Canonical_Combining_Class=CCC129

0F71          ; 129 # Mn       TIBETAN VOWEL SIGN AA

# Total code points: 1

# ================================================

# Canonical_Combining_Class=CCC130

0F72          ; 130 # Mn       TIBETAN VOWEL SIGN I
0F7A..0F7D    ; 130 # Mn   [4] TIBETAN VOWEL SIGN E..TIBETAN VOWEL SIGN OO
0F80          ; 130 # Mn       TIBETAN VOWEL SIGN REVERSED I

# Total code points: 6

# ================================================

# Canonical_Combining_Class=CCC132

0F74          ; 132 # Mn       TIBETAN VOWEL SIGN U

# Total code points: 1

# ================================================

# Canonical_Combining_Class=Attached_Below

0321..0322    ; 202 # Mn   [2] COMBINING PALATALIZED HOOK BELOW..COMBINING RETROFLEX HOOK BELOW
0327..0328    ; 202 # Mn   [2] COMBINING CEDILLA..COMBINING OGONEK
1DD0          ; 202 # Mn       COMBINING IS BELOW

# Total code points: 5

# ================================================

# Canonical_Combining_Class=Attached_Above

1DCE          ; 214 # Mn       COMBINING OGONEK ABOVE

# Total code points: 1

# ================================================

# Canonical_Combining_Class=Attached_Above_Right

031B          ; 216 # Mn       COMBINING HORN
0F39          ; 216 # Mn       TIBETAN MARK TSA -PHRU
1D165..1D166  ; 216 # Mc   [2] MUSICAL SYMBOL COMBINING STEM..MUSICAL SYMBOL COMBINING SPRECHGESANG STEM
1D16E..1D172  ; 216 # Mc   [5] MUSICAL SYMBOL COMBINING FLAG-1..MUSICAL SYMBOL COMBINING FLAG-5

# Total code points: 9

# ================================================

# Canonical_Combining_Class=Below_Left

1DFA          ; 218 # Mn       COMBINING DOT BELOW LEFT
302A          ; 218 # Mn       IDEOGRAPHIC LEVEL TONE MARK

# Total code points: 2

# ================================================

# Canonical_Combining_Class=Below

0316..0319    ; 220 # Mn   [4] COMBINING GRAVE ACCENT BELOW..COMBINING RIGHT TACK BELOW
031C..0320    ; 220 # Mn   [5] COMBINING LEFT HALF RING BELOW..COMBINING MINUS SIGN BELOW
0323..0326    ; 220 # Mn   [4] COMBINING DOT BELOW..COMBINING COMMA BELOW
0329..0333    ; 220 # Mn  [11] COMBINING VERTICAL LINE BELOW..COMBINING DOUBLE LOW LINE
0339..033C    ; 220 # Mn   [4] COMBINING RIGHT HALF RING BELOW..COMBINING SEAGULL BELOW
0347..0349    ; 220 # Mn   [3] COMBINING EQUALS SIGN BELOW..COMBINING LEFT ANGLE BELOW
034D..034E    ; 220 # Mn   [2] COMBINING LEFT RIGHT ARROW BELOW..COMBINING UPWARDS ARROW BELOW
0353..0356    ; 220 # Mn   [4] COMBINING X BELOW..COMBINING RIGHT ARROWHEAD AND UP ARROWHEAD BELOW
0359..035A    ; 220 # Mn   [2] COMBINING ASTERISK BELOW..COMBINING DOUBLE RING BELOW
0591          ; 220 # Mn       HEBREW ACCENT ETNAHTA
0596          ; 220 # Mn       HEBREW ACCENT TIPEHA
059B          ; 220 # Mn       HEBREW ACCENT TEVIR
05A2..05A7    ; 220 # Mn   [6] HEBREW ACCENT ATNAH HAFUKH..HEBREW ACCENT DARGA
05AA          ; 220 # Mn       HEBREW ACCENT YERAH BEN YOMO
05C5          ; 220 # Mn       HEBREW MARK LOWER DOT
0655..0656    ; 220 # Mn   [2] ARABIC HAMZA BELOW..ARABIC SUBSCRIPT ALEF
065C          ; 220 # Mn       ARABIC VOWEL SIGN DOT BELOW
065F          ; 220 # Mn       ARABIC WAVY HAMZA BELOW
06E3          ; 220 # Mn       ARABIC SMALL LOW SEEN
06EA          ; 220 # Mn       ARABIC EMPTY CENTRE LOW STOP
06ED          ; 220 # Mn       ARABIC SMALL LOW MEEM
0731          ; 220 # Mn       SYRIAC PTHAHA BELOW
0734          ; 220 # Mn       SYRIAC ZQAPHA BELOW
0737..0739    ; 220 # Mn   [3] SYRIAC RBASA BELOW..SYRIAC DOTTED ZLAMA ANGULAR
073B..073C    ; 220 # Mn   [2] SYRIAC HBASA BELOW..SYRIAC HBASA-ESASA DOTTED
073E          ; 220 # Mn       SYRIAC ESASA BELOW
0742          ; 220 # Mn       SYRIAC RUKKAKHA
0744          ; 220 # Mn       SYRIAC TWO VERTICAL DOTS BELOW
0746          ; 220 # Mn       SYRIAC THREE DOTS BELOW
0748          ; 220 # Mn       SYRIAC OBLIQUE LINE BELOW
07F2          ; 220 # Mn       NKO COMBINING NASALIZATION MARK
07FD          ; 220 # Mn       NKO DANTAYALAN
0859..085B    ; 220 # Mn   [3] MANDAIC AFFRICATION MARK..MANDAIC GEMINATION MARK
0899..089B    ; 220 # Mn   [3] ARABIC SMALL LOW WORD ISHMAAM..ARABIC SMALL LOW WORD TASHEEL
08CF..08D3    ; 220 # Mn   [5] ARABIC LARGE ROUND DOT BELOW..ARABIC SMALL LOW WAW
08E3          ; 220 # Mn       ARABIC TURNED DAMMA BELOW
08E6          ; 220 # Mn       ARABIC CURLY KASRA
08E9          ; 220 # Mn       ARABIC CURLY KASRATAN
08ED..08EF    ; 220 # Mn   [3] ARABIC TONE ONE DOT BELOW..ARABIC TONE LOOP BELOW
08F6          ; 220 # Mn       ARABIC KASRA WITH DOT BELOW
08F9..08FA    ; 220 # Mn   [2] ARABIC LEFT ARROWHEAD BELOW..ARABIC RIGHT ARROWHEAD BELOW
0952          ; 220 # Mn       DEVANAGARI STRESS SIGN ANUDATTA
0F18..0F19    ; 220 # Mn   [2] TIBETAN ASTROLOGICAL SIGN -KHYUD PA..TIBETAN ASTROLOGICAL SIGN SDONG TSHUGS
0F35          ; 220 # Mn       TIBETAN MARK NGAS BZUNG NYI ZLA
0F37          ; 220 # Mn       TIBETAN MARK NGAS BZUNG SGOR RTAGS
0FC6          ; 220 # Mn       TIBETAN SYMBOL PADMA GDAN
108D          ; 220 # Mn       MYANMAR SIGN SHAN COUNCIL EMPHATIC TONE
193B          ; 220 # Mn       LIMBU SIGN SA-I
1A18          ; 220 # Mn       BUGINESE VOWEL SIGN U
1A7F          ; 220 # Mn       TAI THAM COMBINING CRYPTOGRAMMIC DOT
1AB5..1ABA    ; 220 # Mn   [6] COMBINING X-X BELOW..COMBINING STRONG CENTRALIZATION STROKE BELOW
1ABD          ; 220 # Mn       COMBINING PARENTHESES BELOW
1ABF..1AC0    ; 220 # Mn   [2] COMBINING LATIN SMALL LETTER W BELOW..COMBINING LATIN SMALL LETTER TURNED W BELOW
1AC3..1AC4    ; 220 # Mn   [2] COMBINING LEFT PARENTHESIS BELOW LEFT..COMBINING RIGHT PARENTHESIS BELOW RIGHT
1ACA          ; 220 # Mn       COMBINING DOUBLE PLUS SIGN BELOW
1B6C          ; 220 # Mn       BALINESE MUSICAL SYMBOL COMBINING ENDEP
1CD5..1CD9    ; 220 # Mn   [5] VEDIC TONE YAJURVEDIC AGGRAVATED INDEPENDENT SVARITA..VEDIC TONE YAJURVEDIC KATHAKA INDEPENDENT SVARITA SCHROEDER
1CDC..1CDF    ; 220 # Mn   [4] VEDIC TONE KATHAKA ANUDATTA..VEDIC TONE THREE DOTS BELOW
1CED          ; 220 # Mn       VEDIC SIGN TIRYAK
1DC2          ; 220 # Mn       COMBINING SNAKE BELOW
1DCA          ; 220 # Mn       COMBINING LATIN SMALL LETTER R BELOW
1DCF          ; 220 # Mn       COMBINING ZIGZAG BELOW
1DF9          ; 220 # Mn       COMBINING WIDE INVERTED BRIDGE BELOW
1DFD          ; 220 # Mn       COMBINING ALMOST EQUAL TO BELOW
1DFF          ; 220 # Mn       COMBINING RIGHT ARROWHEAD AND DOWN ARROWHEAD BELOW
20E8          ; 220 # Mn       COMBINING TRIPLE UNDERDOT
20EC..20EF    ; 220 # Mn   [4] COMBINING RIGHTWARDS HARPOON WITH BARB DOWNWARDS..COMBINING RIGHT ARROW BELOW
A92B..A92D    ; 220 # Mn   [3] KAYAH LI TONE PLOPHU..KAYAH LI TONE CALYA PLOPHU
